0.004229404;0.005567154;0.009148737;0.009430727;0.006615933;0.013320892;0.012571593;0.013369582;0.019114807;0.016160442
0.003939983;0.005518755;0.008536701;0.009101179;0.006682487;0.013271968;0.012329952;0.013220994;0.019780684;0.016030261
0.003718812;0.005038803;0.00826529;0.00919548;0.006497674;0.012916639;0.012332349;0.012864907;0.019373246;0.015884871
0.00404639;0.005633208;0.007963939;0.009255582;0.006874953;0.012819634;0.012546493;0.012817848;0.018467937;0.016078746
0.004343178;0.006154248;0.00840533;0.009895354;0.007380793;0.01265639;0.012752425;0.012706923;0.017682912;0.016165493
0.004155829;0.006354308;0.007924604;0.009464511;0.00751075;0.012444989;0.012866907;0.012908159;0.017000159;0.016049573
0.004231313;0.006567232;0.008344051;0.009516553;0.007648807;0.012223173;0.012949708;0.012699567;0.016463395;0.016170625
0.004087962;0.006705489;0.008142889;0.009317068;0.007711673;0.011937715;0.012776524;0.01235235;0.016474957;0.015932424
0.004253166;0.006933657;0.00849259;0.009515231;0.008274208;0.012059993;0.01300113;0.012590166;0.016226083;0.016111625
0.003983242;0.006696892;0.008264552;0.009194608;0.008085051;0.011478848;0.012745361;0.01207245;0.015109293;0.015671114
0.004212519;0.007105814;0.008454685;0.009246301;0.008476382;0.011661804;0.012717373;0.011835608;0.014198352;0.016006546
0.004261113;0.007029092;0.008654619;0.009513034;0.0086721;0.01167643;0.013121493;0.011903979;0.012978325;0.015863471
0.00439006;0.007302627;0.008536491;0.009539388;0.009074006;0.011692731;0.01321563;0.012083522;0.012605382;0.015788918
0.004298261;0.0073393;0.008361284;0.009384991;0.009556958;0.011706267;0.013070697;0.011903074;0.012677099;0.015934331
0.003881761;0.007059374;0.007889675;0.009281604;0.009839426;0.011637183;0.012822966;0.011740546;0.012210367;0.015865806
0.004410117;0.007483175;0.008182059;0.009644318;0.010423869;0.011855693;0.013296736;0.011840662;0.012851922;0.016263839
0.004246735;0.00738785;0.008100426;0.009518591;0.01035088;0.011951258;0.013442572;0.011704484;0.013027989;0.016118933
0.004229222;0.007906467;0.008202213;0.009405146;0.010712817;0.01212028;0.013345129;0.011772594;0.01340717;0.016241992
0.004312274;0.00798954;0.008047814;0.009507134;0.0108924;0.01225374;0.013537607;0.011715733;0.013166024;0.016209424
0.004517241;0.008205246;0.008021313;0.009569184;0.011128833;0.012261408;0.013779226;0.011630828;0.013805814;0.016187793
0.004298078;0.008061817;0.007654418;0.009235671;0.011010666;0.012003201;0.013450342;0.011460163;0.013927149;0.016011514
0.004474164;0.008548978;0.007736336;0.009358037;0.010984515;0.012386201;0.013620643;0.011608361;0.014534174;0.016293509
0.004451541;0.008609307;0.008151514;0.009591096;0.011105224;0.012329846;0.013735407;0.011702863;0.014954457;0.016214959
0.004591637;0.008759229;0.008276292;0.009358143;0.011441797;0.012546013;0.014051593;0.011733791;0.015249975;0.016333072
0.004793334;0.008910684;0.008248352;0.009343119;0.011324874;0.012380608;0.014020365;0.011755466;0.015471036;0.016285151
0.004639855;0.009110934;0.008348723;0.009220599;0.011244588;0.012530906;0.014042716;0.011762036;0.015828865;0.016319014
0.005317743;0.009679256;0.00861501;0.009517374;0.011707782;0.013139263;0.014172729;0.011973663;0.016015705;0.016865071
0.005033828;0.009841253;0.008778671;0.00941303;0.0115541;0.013216858;0.014283573;0.012136757;0.016170032;0.016877692
0.005485042;0.010247422;0.00928996;0.009492132;0.01166824;0.013218539;0.014243207;0.012264151;0.016044041;0.016884126
0.005770931;0.010451658;0.009374754;0.009753165;0.011633514;0.013324042;0.014489046;0.012443763;0.01648356;0.017185053
0.005989291;0.010566038;0.010117996;0.01004074;0.011998198;0.013534055;0.014873255;0.01270034;0.016931493;0.017258231
0.005682066;0.01030608;0.010153211;0.009736354;0.011700309;0.013247575;0.014757494;0.012297915;0.017079821;0.017144606
0.006261962;0.010908989;0.010769574;0.009965114;0.012146394;0.013650346;0.015273302;0.012889412;0.018095974;0.017602088
0.006301303;0.010871272;0.010887436;0.009967339;0.012020126;0.013730143;0.015264346;0.012852802;0.018566942;0.017305074
0.006834323;0.011476243;0.011427234;0.010121017;0.012211432;0.013840367;0.015633918;0.012966244;0.019753674;0.017593866
0.00729344;0.011713792;0.011927019;0.010619009;0.01261247;0.014143846;0.015746988;0.013324042;0.020679832;0.017886331
0.007875546;0.012339646;0.012707297;0.010886852;0.012365107;0.014501573;0.016284641;0.013684699;0.021273049;0.01816207
0.008048632;0.012334772;0.0128756;0.011351737;0.012658468;0.014537626;0.016424736;0.013628789;0.021787431;0.018240487
0.008800806;0.0130166;0.013661779;0.0118529;0.012667716;0.014920431;0.016809639;0.01378938;0.022586653;0.018751262
0.0095862;0.013787857;0.014309443;0.012377438;0.01302951;0.015468299;0.017328888;0.014282263;0.02352825;0.019123139
0.010568664;0.01448158;0.015055799;0.013135553;0.013753415;0.016134623;0.018164553;0.014854558;0.024219956;0.019639637
0.011163837;0.014962843;0.016009688;0.013638352;0.014048385;0.016512977;0.018684102;0.015140519;0.024713757;0.020016314
0.012304919;0.016056988;0.016784454;0.014743809;0.014630251;0.017321507;0.019055894;0.015715692;0.025532633;0.020292595
0.013725976;0.017206276;0.018045133;0.015982563;0.015351226;0.018264001;0.019649876;0.016480576;0.026692471;0.021268617
0.015149525;0.018545276;0.019454805;0.017080493;0.016281227;0.019453263;0.020565225;0.01723372;0.02753037;0.021952702
0.016954506;0.020248439;0.021028882;0.018665833;0.017395083;0.020458845;0.022076579;0.018265488;0.02818393;0.022744698
